id,user_name,category_url,category_name,pages_loaded,load_time,load_date,load_time_start,load_time_end,items_count,max_bonus_percent
24,user1,https://megamarket.ru/catalog/mobilnye-telefony/,Мобильные телефоны,1032,2022.0,2024-08-06 15:10:51,2024-08-06 14:37:10,2024-08-06 15:10:51,45382,35.0
25,user1,https://megamarket.ru/catalog/umnye-chasy/,Смарт-часы,423,863.0,2024-08-06 15:25:16,2024-08-06 15:10:53,2024-08-06 15:25:16,18526,46.0
26,user1,https://megamarket.ru/catalog/fitnes-braslety/,Фитнес браслеты,32,66.0,2024-08-06 15:26:23,2024-08-06 15:25:17,2024-08-06 15:26:23,1364,25.0
27,user1,https://megamarket.ru/catalog/naushniki/,Наушники,764,1736.0,2024-08-06 15:55:19,2024-08-06 15:26:23,2024-08-06 15:55:19,18296,51.0
28,user1,https://megamarket.ru/catalog/besprovodnye-zaryadnye-ustrojstva/,Беспроводные зарядные устройства,73,125.0,2024-08-06 15:57:25,2024-08-06 15:55:20,2024-08-06 15:57:25,3205,74.0
29,user1,https://megamarket.ru/catalog/setevye-zaryadnye-ustrojstva/,Сетевые зарядные устройства,272,500.0,2024-08-06 16:05:47,2024-08-06 15:57:26,2024-08-06 16:05:47,11938,50.0
30,user1,https://megamarket.ru/catalog/dok-stancii-dlya-telefonov/,Док-станции для телефонов,6,10.0,2024-08-06 16:05:57,2024-08-06 16:05:48,2024-08-06 16:05:57,240,16.0
31,user1,https://megamarket.ru/catalog/vneshnie-akkumulyatory/,Внешние аккумуляторы (Power bank),223,415.0,2024-08-06 16:12:53,2024-08-06 16:05:58,2024-08-06 16:12:53,9731,35.0
32,user1,https://megamarket.ru/catalog/kabeli-i-perehodniki-dlya-telefona/,Кабели и адаптеры для мобильных телефонов,450,833.0,2024-08-06 16:26:47,2024-08-06 16:12:54,2024-08-06 16:26:47,19746,38.0
33,user1,https://megamarket.ru/catalog/derzhateli-dlya-telefona-v-mashinu/,Держатели для телефонов в машину,238,395.0,2024-08-06 16:33:23,2024-08-06 16:26:48,2024-08-06 16:33:23,10318,52.0
34,user1,https://megamarket.ru/catalog/nastolnye-derzhateli-dlya-telefonov/,Настольные держатели для телефонов,22,33.0,2024-08-06 16:33:57,2024-08-06 16:33:24,2024-08-06 16:33:57,944,39.0
35,user1,https://megamarket.ru/catalog/popsokety/,Попсокеты,34,56.0,2024-08-06 16:34:53,2024-08-06 16:33:58,2024-08-06 16:34:53,1476,35.0
36,user1,https://megamarket.ru/catalog/aksessuary-dlya-selfi/,Аксессуары для селфи,20,31.0,2024-08-06 16:35:25,2024-08-06 16:34:54,2024-08-06 16:35:25,846,36.0
37,user1,https://megamarket.ru/catalog/geympady-dlya-smartfonov/,Джойстики для смартфонов,20,32.0,2024-08-06 16:35:58,2024-08-06 16:35:25,2024-08-06 16:35:58,864,32.0
38,user1,https://megamarket.ru/catalog/flesh-karty-dlya-smartfonov/,Флеш-карты для смартфонов,33,55.0,2024-08-06 16:36:53,2024-08-06 16:35:58,2024-08-06 16:36:53,1414,16.0
39,user1,https://megamarket.ru/catalog/ochki-virtualnoy-realnosti-dlya-smartfona/,Очки виртуальной реальности для смартфона,12,19.0,2024-08-06 16:37:12,2024-08-06 16:36:54,2024-08-06 16:37:12,513,35.0
40,user1,https://megamarket.ru/catalog/besprovodnye-metki/,Беспроводные метки,23,31.0,2024-08-06 16:37:44,2024-08-06 16:37:13,2024-08-06 16:37:44,975,20.0
41,user1,https://megamarket.ru/catalog/planshety/,Планшеты,249,467.0,2024-08-06 16:45:32,2024-08-06 16:37:45,2024-08-06 16:45:32,10910,39.0
42,user1,https://megamarket.ru/catalog/chehly-dlya-planshetov/,Чехлы для планшетов,138,253.0,2024-08-06 16:49:45,2024-08-06 16:45:33,2024-08-06 16:49:45,6029,37.0
43,user1,https://megamarket.ru/catalog/kabeli-i-zaryadnye-ustrojstva-dlya-planshetov/,Зарядные устройства для планшетов,273,498.0,2024-08-06 16:58:04,2024-08-06 16:49:46,2024-08-06 16:58:04,11968,50.0
44,user1,https://megamarket.ru/catalog/kabel-dlya-plansheta/,Кабели для планшетов,604,1082.0,2024-08-06 17:16:08,2024-08-06 16:58:05,2024-08-06 17:16:08,26464,41.0
45,user1,https://megamarket.ru/catalog/derzhateli-dlya-planshetov/,Подставки для планшетов,12,19.0,2024-08-06 17:16:27,2024-08-06 17:16:08,2024-08-06 17:16:27,502,36.0
46,user1,https://megamarket.ru/catalog/derzhateli-planshetov/,Держатели планшетов,8,13.0,2024-08-06 17:16:41,2024-08-06 17:16:28,2024-08-06 17:16:41,319,50.0
47,user1,https://megamarket.ru/catalog/stilusy/,Стилусы,23,37.0,2024-08-06 17:20:54,2024-08-06 17:20:17,2024-08-06 17:20:54,991,49.0
48,user1,https://megamarket.ru/catalog/sistemnye-bloki/,Системные блоки,432,1024.0,2024-08-06 17:37:59,2024-08-06 17:20:55,2024-08-06 17:37:59,19008,26.0
49,user1,https://megamarket.ru/catalog/monitory/,Мониторы для компьютера,561,1085.0,2024-08-06 17:56:05,2024-08-06 17:38:00,2024-08-06 17:56:05,24676,21.0
50,user1,https://megamarket.ru/catalog/operativnaya-pamyat/,Оперативная память (ОЗУ),2084,3320.0,2024-08-06 19:32:42,2024-08-06 18:37:21,2024-08-06 19:32:42,50016,25.0
51,user1,https://megamarket.ru/catalog/igrovye-processory/,Игровые процессоры,81,124.0,2024-08-06 19:34:47,2024-08-06 19:32:43,2024-08-06 19:34:47,3522,18.0
52,user1,https://megamarket.ru/catalog/materinskie-platy/,Материнские платы,353,682.0,2024-08-06 19:46:09,2024-08-06 19:34:48,2024-08-06 19:46:09,15516,35.0
53,user1,https://megamarket.ru/catalog/zhestkie-diski/,Жесткие диски для компьютера,527,722.0,2024-08-06 21:31:22,2024-08-06 21:19:20,2024-08-06 21:31:22,12640,25.0
54,user1,https://megamarket.ru/catalog/processory/,Процессоры,396,573.0,2024-08-06 21:40:56,2024-08-06 21:31:23,2024-08-06 21:40:56,9486,18.0
55,user1,https://megamarket.ru/catalog/kulery-dlya-processora/,Кулеры для процессора,303,504.0,2024-08-06 21:49:21,2024-08-06 21:40:57,2024-08-06 21:49:21,13308,25.0
56,user1,https://megamarket.ru/catalog/korpusnyy-ventilyator/,Вентиляторы для компьютера,211,350.0,2024-08-06 21:55:13,2024-08-06 21:49:22,2024-08-06 21:55:13,9250,25.0
57,user1,https://megamarket.ru/catalog/korpusa-dlya-kompyutera/,Корпуса для компьютера,719,1371.0,2024-08-06 22:18:05,2024-08-06 21:55:14,2024-08-06 22:18:05,31591,19.0
58,user1,https://megamarket.ru/catalog/bloki-pitaniya-dlya-kompyutera/,Блоки питания для компьютера,3,90.0,2024-08-06 22:38:18,2024-08-06 22:36:49,2024-08-06 22:38:18,132,37.0
59,user1,https://megamarket.ru/catalog/zvukovye-karty/,Звуковые карты,29,98.0,2024-08-06 22:39:58,2024-08-06 22:38:20,2024-08-06 22:39:58,1259,36.0
60,user1,https://megamarket.ru/catalog/aksessuary-dlya-nakopiteley/,Аксессуары для накопителей,109,180.0,2024-08-06 22:42:58,2024-08-06 22:39:59,2024-08-06 22:42:58,4780,37.0
61,user1,https://megamarket.ru/catalog/setevye-karty/,Сетевые карты (адаптеры),92,141.0,2024-08-06 22:45:21,2024-08-06 22:43:00,2024-08-06 22:45:21,4008,35.0
62,user1,https://megamarket.ru/catalog/igrovye-videokarty/,Игровые видеокарты,32,54.0,2024-08-06 22:46:16,2024-08-06 22:45:22,2024-08-06 22:46:16,1372,35.0
63,user1,https://megamarket.ru/catalog/hdd-i-ssd/,SSD и HDD,1077,1947.0,2024-08-06 23:18:44,2024-08-06 22:46:17,2024-08-06 23:18:44,47364,25.0
65,user1,https://megamarket.ru/catalog/igrovaya-operativnaya-pamyat/,Игровая оперативная память,222,406.0,2024-08-06 23:25:32,2024-08-06 23:18:46,2024-08-06 23:25:32,9753,18.0
66,user1,https://megamarket.ru/catalog/igrovye-materinskie-platy/,Игровые материнские платы,109,220.0,2024-08-06 23:29:13,2024-08-06 23:25:33,2024-08-06 23:29:13,4775,18.0
67,user1,https://megamarket.ru/catalog/igrovye-korpusa-dlya-pk/,Корпуса для ПК игровые,254,511.0,2024-08-06 23:37:44,2024-08-06 23:29:14,2024-08-06 23:37:44,11159,19.0
68,user1,https://megamarket.ru/catalog/karty-videozahvata/,Карты захвата,9,39.0,2024-08-06 23:38:25,2024-08-06 23:37:46,2024-08-06 23:38:25,373,18.0
69,user1,https://megamarket.ru/catalog/veb-kamery-dlya-strimov/,Веб-камеры для стримов,15,47.0,2024-08-06 23:39:13,2024-08-06 23:38:26,2024-08-06 23:39:13,659,18.0
70,user1,https://megamarket.ru/catalog/mikrofony-dlya-strimov/,Микрофоны для стримов,30,74.0,2024-08-06 23:40:27,2024-08-06 23:39:13,2024-08-06 23:40:27,1287,38.0
71,user1,https://megamarket.ru/catalog/igrovye-bloki-pitaniya/,Игровые блоки питания,145,273.0,2024-08-06 23:45:02,2024-08-06 23:40:28,2024-08-06 23:45:02,6337,18.0
72,user1,https://megamarket.ru/catalog/monobloki/,Моноблоки,79,146.0,2024-08-06 23:47:29,2024-08-06 23:45:03,2024-08-06 23:47:29,3442,18.0
73,user1,https://megamarket.ru/catalog/vneshnie-zhestkie-diski/,Внешние жесткие диски,243,320.0,2024-08-06 23:52:50,2024-08-06 23:47:30,2024-08-06 23:52:50,5812,16.0
74,user1,https://megamarket.ru/catalog/vneshnie-zhestkie-diski-ssd/,Внешние жесткие диски SSD,100,171.0,2024-08-06 23:55:42,2024-08-06 23:52:51,2024-08-06 23:55:42,4395,16.0
75,user1,https://megamarket.ru/catalog/klaviatury/,Клавиатуры,448,851.0,2024-08-07 00:09:54,2024-08-06 23:55:43,2024-08-07 00:09:54,19656,55.0
76,user1,https://megamarket.ru/catalog/komplekty-klaviaturamysh/,Комплекты клавиатура и мышь,170,330.0,2024-08-07 00:15:25,2024-08-07 00:09:55,2024-08-07 00:15:25,7455,42.0
77,user1,https://megamarket.ru/catalog/myshi-kompyuternye/,Мыши компьютерные,858,1599.0,2024-08-07 00:42:07,2024-08-07 00:15:27,2024-08-07 00:42:07,37740,44.0
79,user1,https://megamarket.ru/catalog/kompyuternye-kolonki/,Колонки для компьютера,226,401.0,2024-08-07 00:48:49,2024-08-07 00:42:08,2024-08-07 00:48:49,9934,58.0
80,user1,https://megamarket.ru/catalog/kompyuternye-garnitury/,Компьютерные гарнитуры,428,772.0,2024-08-07 01:01:42,2024-08-07 00:48:50,2024-08-07 01:01:42,18787,49.0
81,user1,https://megamarket.ru/catalog/drugie-aksessuary-dlya-kompyuterov/,Другие аксессуары для компьютеров,133,217.0,2024-08-07 01:05:19,2024-08-07 01:01:43,2024-08-07 01:05:19,5833,38.0
82,user1,https://megamarket.ru/catalog/kabeli-dlya-kompyutera/,Кабели для компьютера,246,642.0,2024-08-07 01:16:02,2024-08-07 01:05:21,2024-08-07 01:16:02,10822,51.0
83,user1,https://megamarket.ru/catalog/web-kamery/,Веб-камеры,88,149.0,2024-08-07 01:18:32,2024-08-07 01:16:03,2024-08-07 01:18:32,3864,18.0
84,user1,https://megamarket.ru/catalog/istochniki-besperebojnogo-pitaniya/,Источники бесперебойного питания (UPS),457,790.0,2024-08-07 01:31:44,2024-08-07 01:18:33,2024-08-07 01:31:44,19987,18.0
85,user1,https://megamarket.ru/catalog/graficheskie-planshety/,Графические планшеты,38,71.0,2024-08-07 01:32:56,2024-08-07 01:31:45,2024-08-07 01:32:56,1663,35.0
86,user1,https://megamarket.ru/catalog/igrovye-myshi/,Игровые мыши,196,357.0,2024-08-07 01:38:55,2024-08-07 01:32:57,2024-08-07 01:38:55,8611,44.0
87,user1,https://megamarket.ru/catalog/igrovye-klaviatury/,Игровые клавиатуры,142,248.0,2024-08-07 01:43:04,2024-08-07 01:38:56,2024-08-07 01:43:04,6217,55.0
88,user1,https://megamarket.ru/catalog/komplekty-igrovyh-klaviatur-i-myshek/,Комплекты игровых клавиатур и мышек,16,30.0,2024-08-07 01:43:35,2024-08-07 01:43:05,2024-08-07 01:43:35,692,42.0
89,user1,https://megamarket.ru/catalog/igrovye-naushniki/,Игровые наушники,145,258.0,2024-08-07 01:47:54,2024-08-07 01:43:36,2024-08-07 01:47:54,6343,37.0
91,user1,https://megamarket.ru/catalog/gejmpady-ruli-i-dzhojstiki/,Джойстики,36,64.0,2024-08-07 01:49:00,2024-08-07 01:47:55,2024-08-07 01:49:00,1563,32.0
92,user1,https://megamarket.ru/catalog/igrovye-ruli/,Игровые рули,15,35.0,2024-08-07 01:49:36,2024-08-07 01:49:01,2024-08-07 01:49:36,627,35.0
93,user1,https://megamarket.ru/catalog/ochki-dlya-geymerov/,Очки для геймеров,22,38.0,2024-08-07 01:50:15,2024-08-07 01:49:37,2024-08-07 01:50:15,936,37.0
94,user1,https://megamarket.ru/catalog/soft/,Программное обеспечение,45,67.0,2024-08-07 01:51:23,2024-08-07 01:50:16,2024-08-07 01:51:23,1063,19.0
95,user1,https://megamarket.ru/catalog/wi-fi-routery/,Wi-Fi роутеры,336,612.0,2024-08-07 02:01:36,2024-08-07 01:51:24,2024-08-07 02:01:36,14757,35.0
96,user1,https://megamarket.ru/catalog/kommutatory/,Коммутаторы (свитчи),363,619.0,2024-08-07 02:11:56,2024-08-07 02:01:37,2024-08-07 02:11:56,15967,21.0
97,user1,https://megamarket.ru/catalog/modemy/,Модемы,20,38.0,2024-08-07 02:12:35,2024-08-07 02:11:57,2024-08-07 02:12:35,846,25.0
98,user1,https://megamarket.ru/catalog/priemniki-wi-fi/,Wi-Fi адаптеры,112,159.0,2024-08-07 02:15:15,2024-08-07 02:12:36,2024-08-07 02:15:15,2675,35.0
99,user1,https://megamarket.ru/catalog/usiliteli-internet-signala-1841990/,Усилители сигнала,70,112.0,2024-08-07 02:17:08,2024-08-07 02:15:16,2024-08-07 02:17:08,2760,30.0
100,user1,https://megamarket.ru/catalog/setevye-hranilisha/,Сетевые хранилища (NAS),25,38.0,2024-08-07 02:17:47,2024-08-07 02:17:09,2024-08-07 02:17:47,1077,21.0
101,user1,https://megamarket.ru/catalog/retranslyatory-wi-fi-signala/,Wi-Fi репитеры,48,85.0,2024-08-07 02:19:14,2024-08-07 02:17:49,2024-08-07 02:19:14,2068,35.0
102,user1,https://megamarket.ru/catalog/powerline-adaptery/,Powerline (PLC) адаптеры,12,20.0,2024-08-07 02:19:35,2024-08-07 02:19:15,2024-08-07 02:19:35,491,21.0
104,user1,https://megamarket.ru/catalog/tochki-dostupa-wi-fi/,Точки доступа Wi-Fi,94,158.0,2024-08-07 02:22:14,2024-08-07 02:19:36,2024-08-07 02:22:14,4095,21.0
105,user1,https://megamarket.ru/catalog/aksessuary-dlya-setevogo-oborudovaniya/,Аксессуары для сетевого оборудования,114,187.0,2024-08-07 02:25:22,2024-08-07 02:22:15,2024-08-07 02:25:22,5000,26.0
106,user1,https://megamarket.ru/catalog/mfu/,МФУ (многофункциональные принтеры),198,378.0,2024-08-07 02:31:41,2024-08-07 02:25:23,2024-08-07 02:31:41,8561,35.0
107,user1,https://megamarket.ru/catalog/printery/,Принтеры,199,349.0,2024-08-07 02:37:31,2024-08-07 02:31:42,2024-08-07 02:37:31,8672,35.0
108,user1,https://megamarket.ru/catalog/skanery/,Сканеры,38,66.0,2024-08-07 02:38:38,2024-08-07 02:37:32,2024-08-07 02:38:38,1645,21.0
109,user1,https://megamarket.ru/catalog/shredery/,Шредеры (уничтожители документов),102,165.0,2024-08-07 02:41:25,2024-08-07 02:38:40,2024-08-07 02:41:25,4447,21.0
110,user1,https://megamarket.ru/catalog/servernye-processory/,Серверные процессоры,25,35.0,2024-08-07 02:42:01,2024-08-07 02:41:26,2024-08-07 02:42:01,1081,18.0
111,user1,https://megamarket.ru/catalog/servernye-materinskie-platy/,Серверные материнские платы,13,47.0,2024-08-07 02:42:49,2024-08-07 02:42:03,2024-08-07 02:42:49,531,18.0
112,user1,https://megamarket.ru/catalog/servernaya-operativnaya-pamyat/,Серверная оперативная память,44,72.0,2024-08-07 02:44:02,2024-08-07 02:42:51,2024-08-07 02:44:02,1911,18.0
113,user1,https://megamarket.ru/catalog/servernye-ssd-diski/,Серверные SSD диски,42,70.0,2024-08-07 02:45:14,2024-08-07 02:44:04,2024-08-07 02:45:14,1824,18.0
114,user1,https://megamarket.ru/catalog/servernye-platformy/,Серверные платформы,14,26.0,2024-08-07 02:45:42,2024-08-07 02:45:15,2024-08-07 02:45:42,601,19.0
115,user1,https://megamarket.ru/catalog/pci-e-raid-kontrollery/,PCI-e RAID контроллеры,97,142.0,2024-08-07 02:48:05,2024-08-07 02:45:43,2024-08-07 02:48:05,4242,25.0
116,user1,https://megamarket.ru/catalog/mediakonvertery/,Медиаконвертеры,101,147.0,2024-08-07 02:50:34,2024-08-07 02:48:06,2024-08-07 02:50:34,4434,35.0
117,user1,https://megamarket.ru/catalog/servernye-shkafy/,Серверные шкафы,138,213.0,2024-08-07 02:54:08,2024-08-07 02:50:35,2024-08-07 02:54:08,5897,16.0
118,user1,https://megamarket.ru/catalog/aksessuary-dlya-serverov/,Аксессуары для серверов,349,544.0,2024-08-07 03:03:13,2024-08-07 02:54:09,2024-08-07 03:03:13,15313,30.0
119,user1,https://megamarket.ru/catalog/servernye-hdd-diski/,Серверные HDD диски,148,237.0,2024-08-07 03:07:11,2024-08-07 03:03:14,2024-08-07 03:07:11,6476,25.0
120,user1,https://megamarket.ru/catalog/servernye-bloki-pitaniya/,Серверные блоки питания,103,176.0,2024-08-07 03:10:08,2024-08-07 03:07:13,2024-08-07 03:10:08,4505,16.0
122,user1,https://megamarket.ru/catalog/videokarty-dlya-mayninga/,Видеокарты для майнинга,2,4.0,2024-08-07 03:10:14,2024-08-07 03:10:10,2024-08-07 03:10:14,62,35.0
123,user1,https://megamarket.ru/catalog/apparatnye-kriptokoshelki/,Аппаратные криптокошельки,3,5.0,2024-08-07 03:10:20,2024-08-07 03:10:15,2024-08-07 03:10:20,117,13.0
124,user1,https://megamarket.ru/catalog/materinskie-platy-dlya-mayninga/,Материнские платы для майнинга (Многопроцессорные),4,8.0,2024-08-07 03:10:30,2024-08-07 03:10:22,2024-08-07 03:10:30,139,18.0
125,user1,https://megamarket.ru/catalog/bloki-pitaniya-dlya-mayninga/,Блоки питания для майнинга,30,61.0,2024-08-07 03:11:31,2024-08-07 03:10:31,2024-08-07 03:11:31,1284,18.0
126,user1,https://megamarket.ru/catalog/asic-maynery/,ASIC майнеры,4,8.0,2024-08-07 03:11:40,2024-08-07 03:11:32,2024-08-07 03:11:40,133,11.0
127,user1,https://megamarket.ru/catalog/aksessuary-dlya-mayninga/,Аксессуары для майнинга,7,13.0,2024-08-07 03:11:54,2024-08-07 03:11:41,2024-08-07 03:11:54,299,16.0
128,user1,https://megamarket.ru/catalog/televizory-sber/,Телевизоры SBER,4,28.0,2024-08-07 03:12:23,2024-08-07 03:11:55,2024-08-07 03:12:23,141,30.0
129,user1,https://megamarket.ru/catalog/kronshtejny-i-stojki-dlya-televizorov/,Стойки и кронштейны для телевизоров,640,1251.0,2024-08-07 03:33:15,2024-08-07 03:12:24,2024-08-07 03:33:15,27863,45.0
130,user1,https://megamarket.ru/catalog/usiliteli-hi-fi/,Усилители звука,46,71.0,2024-08-07 03:34:28,2024-08-07 03:33:17,2024-08-07 03:34:28,1984,30.0
131,user1,https://megamarket.ru/catalog/av-resivery/,AV ресиверы,11,23.0,2024-08-07 03:34:51,2024-08-07 03:34:29,2024-08-07 03:34:51,444,30.0
132,user1,https://megamarket.ru/catalog/passivnye-kolonki/,Пассивные колонки,90,168.0,2024-08-07 03:37:40,2024-08-07 03:34:53,2024-08-07 03:37:40,3934,20.0
134,user1,https://megamarket.ru/catalog/aktivnye-kolonki/,Активная акустическая система,45,80.0,2024-08-07 03:39:02,2024-08-07 03:37:42,2024-08-07 03:39:02,1952,30.0
135,user1,https://megamarket.ru/catalog/sabvufery/,Сабвуферы,26,41.0,2024-08-07 03:39:44,2024-08-07 03:39:03,2024-08-07 03:39:44,1108,15.0
136,user1,https://megamarket.ru/catalog/nabory-i-komplekty-akustiki/,Наборы и комплекты акустики,45,73.0,2024-08-07 03:40:59,2024-08-07 03:39:45,2024-08-07 03:40:59,1961,30.0
137,user1,https://megamarket.ru/catalog/proigryvateli-vinilovyh-diskov/,Проигрыватели виниловых пластинок,27,54.0,2024-08-07 03:41:54,2024-08-07 03:41:00,2024-08-07 03:41:54,1165,16.0
138,user1,https://megamarket.ru/catalog/vinilovye-plastinki/,Виниловые пластинки,1102,2067.0,2024-08-07 04:16:22,2024-08-07 03:41:55,2024-08-07 04:16:22,48462,16.0
139,user1,https://megamarket.ru/catalog/prochaya-hi-fi-tehnika-i-aksessuary/,Аксессуары к Hi-Fi технике,505,924.0,2024-08-07 04:31:48,2024-08-07 04:16:24,2024-08-07 04:31:48,22198,36.0
140,user1,https://megamarket.ru/catalog/capy/,Цифро-аналоговые преобразователи (ЦАПы),8,16.0,2024-08-07 04:32:06,2024-08-07 04:31:50,2024-08-07 04:32:06,348,15.0
141,user1,https://megamarket.ru/catalog/domashnie-kinoteatry/,Домашние кинотеатры,82,143.0,2024-08-07 04:34:30,2024-08-07 04:32:08,2024-08-07 04:34:30,3589,35.0
142,user1,https://megamarket.ru/catalog/proektory/,Проекторы (Видеопроекторы),105,206.0,2024-08-07 04:37:58,2024-08-07 04:34:32,2024-08-07 04:37:58,4594,35.0
143,user1,https://megamarket.ru/catalog/aksessuary-dlya-proektorov/,Аксессуары для проекторов,59,108.0,2024-08-07 04:39:47,2024-08-07 04:37:59,2024-08-07 04:39:47,2568,19.0
144,user1,https://megamarket.ru/catalog/ekrany-dlya-proektorov/,Экраны для проекторов,63,119.0,2024-08-07 04:41:48,2024-08-07 04:39:49,2024-08-07 04:41:48,2735,21.0
